"_id","desde","device_id","empleado_id","estado","hasta"
"646a3e0e1693a4904f69e34b",,"646a3a511693a4904f69e325","646d0e5582310000a00067f2","1",
"647655c436f5c632b6c5dd48",,"6476553836f5c632b6c5dd44","646a87b6c04900006a007394","1",
